key;value;
amenity;animal_training;
amenity;arts_centre;
amenity;atm;
amenity;bank;
amenity;bar;
amenity;bbq;
amenity;bench;
amenity;bicycle_parking;
amenity;bicycle_rental;
amenity;bicycle_repair_station;
amenity;biergarten;
amenity;binoculars;
amenity;boat_rental;
amenity;boat_storage;
amenity;bureau_de_change;
amenity;bus_station;
amenity;cafe;
amenity;car_pooling;
amenity;car_rental;
amenity;car_sharing;
amenity;car_wash;
amenity;casino;
amenity;chair;
amenity;charging_station;
amenity;childcare;
amenity;cinema;
amenity;clinic;
amenity;clock;
amenity;clubhouse;
amenity;college;
amenity;community_centre;
amenity;compressed_air;
amenity;conference_centre;
amenity;courthouse;
amenity;coworking_space;
amenity;crematorium;
amenity;dancing_school;
amenity;dentist;
amenity;doctors;
amenity;dojo;
amenity;dressing_room;
amenity;drinking_water;
amenity;driver_training;
amenity;driving_school;
amenity;events_venue;
amenity;fast_food;
amenity;ferry_terminal;
amenity;fire_station;
amenity;food_court;
amenity;food_sharing;
amenity;fountain;
amenity;fuel;
amenity;give_box;
amenity;grave_yard;
amenity;grit_bin;
amenity;hitching_post;
amenity;hookah_lounge;
amenity;hospital;
amenity;ice_cream;
amenity;karaoke_box;
amenity;kindergarten;
amenity;language_school;
amenity;letter_box;
amenity;library;
amenity;library_dropoff;
amenity;loading_dock;
amenity;locker;
amenity;lounger;
amenity;mailroom;
amenity;marketplace;
amenity;mist_spraying_cooler;
amenity;monastery;
amenity;money_transfer;
amenity;mortuary;
amenity;motorcycle_parking;
amenity;music_school;
amenity;music_venue;
amenity;nightclub;
amenity;nursing_home;
amenity;parcel_locker;
amenity;parking;
amenity;parking_entrance;
amenity;parking_space;
amenity;payment_terminal;
amenity;pharmacy;
amenity;photo_booth;
amenity;place_of_worship;
amenity;planetarium;
amenity;police;
amenity;polling_station;
amenity;post_box;
amenity;post_depot;
amenity;post_office;
amenity;prep_school;
amenity;prison;
amenity;pub;
amenity;public_bath;
amenity;public_bookcase;
amenity;public_building;
amenity;ranger_station;
amenity;reception_desk;
amenity;recycling;
amenity;research_institute;
amenity;restaurant;
amenity;sanitary_dump_station;
amenity;school;
amenity;shelter;
amenity;shower;
amenity;smoking_area;
amenity;social_centre;
amenity;social_club;
amenity;social_facility;
amenity;spa;
amenity;stage;
amenity;stripclub;
amenity;studio;
amenity;table;
amenity;taxi;
amenity;telephone;
amenity;theatre;
amenity;ticket_validator;
amenity;toilets;
amenity;townhall;
amenity;trailer_park;
amenity;training;
amenity;trolley_bay;
amenity;university;
amenity;vacuum_cleaner;
amenity;vehicle_inspection;
amenity;vending_machine;
amenity;veterinary;
amenity;waste_basket;
amenity;waste_disposal;
amenity;waste_transfer_station;
amenity;water_point;
amenity;watering_place;
amenity;weighbridge;
amenity;whirlpool;
area:highway;footway;
area:highway;steps;
area:highway;traffic_island;
area:highway;trunk;
artwork_type;bust;
artwork_type;graffiti;
artwork_type;installation;
artwork_type;land_art;
artwork_type;mosaic;
artwork_type;mural;
artwork_type;sculpture;
artwork_type;statue;
artwork_type;stone;
athletics;discus_throw;
athletics;hammer_throw;
athletics;high_jump;
athletics;javelin_throw;
athletics;long_jump;
athletics;pole_vault;
athletics;shot_put;
athletics;steeplechase;
athletics;triple_jump;
atm;yes;
attraction;amusement_ride;
attraction;animal;
attraction;carousel;
attraction;maze;
attraction;roller_coaster;
attraction;water_slide;
barrier:personnel;yes;
barrier;block;
barrier;bollard;
barrier;cable_barrier;
barrier;cattle_grid;
barrier;chain;
barrier;cycle_barrier;
barrier;debris;
barrier;ditch;
barrier;entrance;
barrier;fence;
barrier;gate;
barrier;guard_rail;
barrier;hampshire_gate;
barrier;handrail;
barrier;hedge;
barrier;height_restrictor;
barrier;jersey_barrier;
barrier;kerb;
barrier;kissing_gate;
barrier;lift_gate;
barrier;log;
barrier;planter;
barrier;retaining_wall;
barrier;rope;
barrier;sliding_gate;
barrier;spikes;
barrier;stile;
barrier;swing_gate;
barrier;toll_booth;
barrier;turnstile;
barrier;wall;
barrier;wedge;
barrier;yes;
basin;detention;
basin;infiltration;
basin;retention;
basin;stormwater;
beacon:type;VORTAC;
beauty;spa;
bicycle;;
bicycle;designated;
bicycle;discouraged;
bicycle;dismount;
bicycle;no;
bicycle;permissive;
bicycle;private;
bicycle;use_sidepath;
bicycle;yes;
bicycle_parking;stands;
bicycle_parking;wall_loops;
bicycle_parking;wide_stands;
bicycle_road;yes;
books;comic;
boules;bocce;
boules;petanque;
boundary;aboriginal_lands;
boundary;administrative;
boundary;census;
boundary;national_park;
boundary;political;
boundary;protected_area;
boundary;urban;
boundary;water_protection_area;
brand;Harley-Davidson;
bridge:movable;bascule;
bridge:movable;drawbridge;
bridge:movable;lift;
bridge:movable;swing;
bridge:structure;arch;
bridge:structure;beam;
bridge:structure;humpback;
bridge:structure;simple-suspension;
bridge:structure;suspension;
bridge:structure;truss;
bridge:support;abutment;
bridge:support;pier;
bridge:support;pylon;
bridge;aqueduct;
bridge;boardwalk;
bridge;covered;
bridge;movable;
bridge;trestle;
bridge;viaduct;
building:use;warehouse;
building;abandoned;
building;allotment_house;
building;apartments;
building;barn;
building;boathouse;
building;brewery;
building;bridge;
building;bungalow;
building;bunker;
building;cabin;
building;carport;
building;cathedral;
building;central_office;
building;chapel;
building;church;
building;civic;
building;college;
building;commercial;
building;construction;
building;container;
building;cowshed;
building;data_center;
building;detached;
building;dormitory;
building;factory;
building;farm;
building;farm_auxiliary;
building;fire_station;
building;garage;
building;garages;
building;gatehouse;
building;ger;
building;government;
building;grandstand;
building;greenhouse;
building;guardhouse;
building;hangar;
building;hospital;
building;hotel;
building;house;
building;houseboat;
building;hut;
building;industrial;
building;kindergarten;
building;kiosk;
building;manufacture;
building;mobile_home;
building;mosque;
building;museum;
building;no;
building;office;
building;outbuilding;
building;parking;
building;pavilion;
building;public;
building;religious;
building;residential;
building;retail;
building;riding_hall;
building;roof;
building;ruins;
building;school;
building;semi;
building;semidetached_house;
building;service;
building;shed;
building;ship;
building;silo;
building;sports_centre;
building;stable;
building;stadium;
building;static_caravan;
building;storage_tank;
building;supermarket;
building;synagogue;
building;temple;
building;tent;
building;terrace;
building;toilets;
building;tower;
building;train_station;
building;transportation;
building;university;
building;warehouse;
building;water_tower;
building;yes;
bunker_type;munitions;
bunker_type;personnel_shelter;
bunker_type;pillbox;
bus;no;
bus;yes;
busway;lane;
busway;opposite_lane;
camp_site;basic;
camp_site;standard;
cemetery;grave;
cemetery;sector;
clothes;motorcycle;
clothes;sports;
clothes;swimwear;
clothes;underwear;
clothes;wedding;
clothes;women;
clothes;workwear;
club;freemasonry;
club;sailing;
club;social;
club;sport;
collection_times:signed;no;
communication;line;
community_centre;community_hall;
community_centre;parish_hall;
community_centre;youth_centre;
company;aerospace;
construction;apartments;
construction;house;
construction;minor;
construction;office;
construction;yes;
consulate;consulate_general;
content;fuel;
content;gas;
content;oil;
content;salt;
content;sewage;
content;silage;
content;wastewater;
content;water;
cooling:method;mechanical_draft;
covered;no;
covered;yes;
craft;bakery;
craft;brewery;
craft;builder;
craft;carpenter;
craft;caterer;
craft;cleaning;
craft;confectionery;
craft;distillery;
craft;electrician;
craft;electronics_repair;
craft;floorer;
craft;gardener;
craft;glaziery;
craft;hvac;
craft;jeweller;
craft;key_cutter;
craft;locksmith;
craft;metal_construction;
craft;painter;
craft;pest_control;
craft;photographer;
craft;photographic_laboratory;
craft;plumber;
craft;pottery;
craft;printer;
craft;roofer;
craft;sawmill;
craft;shoemaker;
craft;signmaker;
craft;stonemason;
craft;tailor;
craft;upholsterer;
craft;watchmaker;
craft;window_construction;
craft;winery;
crane:type;portal_crane;
crop;corn;
crop;grape;
crop;grass;
crop;rice;
crop;strawberry;
crop;wheat;
crossing:markings;zebra;
crossing:whistle;optional;
crossing:whistle;wayside;
crossing;informal;
crossing;marked;
crossing;no;
crossing;traffic_signals;
crossing;uncontrolled;
crossing;unmarked;
crossing;zebra;
crossing_ref;zebra;
cuisine;american;
cuisine;asian;
cuisine;açaí;
cuisine;bagel;
cuisine;barbecue;
cuisine;beef_bowl;
cuisine;brazilian;
cuisine;bubble_tea;
cuisine;burger;
cuisine;chicken;
cuisine;chinese;
cuisine;coffee_shop;
cuisine;crepe;
cuisine;dessert;
cuisine;donut;
cuisine;fish;
cuisine;fish_and_chips;
cuisine;french;
cuisine;frozen_yogurt;
cuisine;german;
cuisine;greek;
cuisine;hot_dog;
cuisine;hotpot;
cuisine;ice_cream;
cuisine;indian;
cuisine;italian;
cuisine;japanese;
cuisine;kebab;
cuisine;korean;
cuisine;mediterranean;
cuisine;mexican;
cuisine;noodle;
cuisine;pasta;
cuisine;pizza;
cuisine;ramen;
cuisine;regional;
cuisine;sandwich;
cuisine;seafood;
cuisine;spanish;
cuisine;steak_house;
cuisine;sushi;
cuisine;tea;
cuisine;tex-mex;
cuisine;thai;
cuisine;turkish;
cuisine;vietnamese;
cuisine;wings;
culvert;box;
culvert;pipe;
cycleway:both;lane;
cycleway:both;no;
cycleway:lane;exclusive;
cycleway:left;no;
cycleway:left;opposite_lane;
cycleway:left;track;
cycleway:right;lane;
cycleway:right;no;
cycleway:right;track;
cycleway;asl;
cycleway;crossing;
cycleway;lane;
cycleway;link;
cycleway;no;
cycleway;opposite_lane;
cycleway;proposed;
cycleway;separate;
cycleway;share_busway;
cycleway;shared_lane;
cycleway;sidepath;
cycleway;sidewalk;
cycleway;track;
dataset;buildings;
denomination;catholic;
denomination;jehovahs_witness;
denomination;jodo_shinshu;
denomination;mormon;
denomination;reformed;
denotation;agricultural;
denotation;avenue;
denotation;landmark;
denotation;natural_monument;
denotation;urban;
designation;public_bridleway;
diet:kosher;yes;
diet:meat;yes;
diplomatic;consulate;
direction;backward;
direction;forward;
disc_golf;basket;
disc_golf;hole;
disc_golf;tee;
disused:railway;level_crossing;
disused:railway;rail;
dock;drydock;
dock;floating;
dog;designated;
dog;leashed;
dog;no;
dog;unleashed;
dog;yes;
dual_carriageway;yes;
education;centre;
electrified;contact_line;
electrified;rail;
electronics_repair;phone;
embankment;dyke;
embedded_rails;tram;
emergency;ambulance_station;
emergency;assembly_point;
emergency;defibrillator;
emergency;designated;
emergency;emergency_ward_entrance;
emergency;fire_alarm_box;
emergency;fire_extinguisher;
emergency;fire_hose;
emergency;fire_hydrant;
emergency;fire_service_inlet;
emergency;landing_site;
emergency;life_ring;
emergency;lifeguard;
emergency;phone;
emergency;siren;
emergency;water_tank;
emergency;yes;
entrance;entrance;
entrance;exit;
entrance;garage;
entrance;gate;
entrance;main;
entrance;secondary;
entrance;shop;
entrance;staircase;
entrance;yes;
exit;emergency;
fast_food;cafeteria;
fence_type;railing;
fitness_station;horizontal_bar;
fitness_station;sit-up;
fixme;name;
fixme;position_estimated;
fixme;verify_name;
flag:type;advertising;
flag:type;military;
flag:type;municipal;
flag:type;national;
flag:type;organisation;
flag:type;regional;
flag:type;religious;
floating;yes;
foot;designated;
foot;destination;
foot;no;
foot;permissive;
foot;private;
foot;use_sidepath;
foot;yes;
footway;access_aisle;
footway;crossing;
footway;link;
footway;path;
footway;sidewalk;
footway;traffic_island;
footway;yes;
ford;stepping_stones;
ford;yes;
fountain;bubbler;
fountain;decorative;
fountain;drinking;
garden:type;arboretum;
garden:type;botanical;
garden:type;residential;
generator:method;combustion;
generator:method;photovoltaic;
generator:method;thermal;
generator:method;water-storage;
generator:method;wind_turbine;
generator:solar:tracking;no;
generator:source;biogas;
generator:source;coal;
generator:source;diesel;
generator:source;gas;
generator:source;hydro;
generator:source;oil;
generator:source;solar;
generator:source;wind;
generator:type;gas_turbine;
generator:type;horizontal_axis;
generator:type;reciprocating_engine;
generator:type;solar_photovoltaic_panel;
generator:type;solar_thermal_collector;
generator:type;steam_turbine;
genus;Acer;
genus;Tilia;
geological;outcrop;
geological;palaeontological_site;
golf:course;driving_range;
golf;bunker;
golf;cartpath;
golf;clubhouse;
golf;driving_range;
golf;fairway;
golf;green;
golf;hole;
golf;lateral_water_hazard;
golf;path;
golf;pin;
golf;rough;
golf;tee;
golf;water_hazard;
government;administrative;
government;aerospace;
government;education;
government;healthcare;
government;ministry;
government;transportation;
guest_house;bed_and_breakfast;
hairdresser;barber;
hazard;animal_crossing;
hazard;children;
hazard;contamination;
hazard;curve;
hazard;falling_rocks;
hazard;roundabout;
hazard;school_zone;
headlight;required;
health_facility:type;office;
healthcare:speciality;cardiology;
healthcare:speciality;chiropractic;
healthcare:speciality;community;
healthcare:speciality;dermatology;
healthcare:speciality;fertility;
healthcare:speciality;general;
healthcare:speciality;gynaecology;
healthcare:speciality;internal;
healthcare:speciality;nephrology;
healthcare:speciality;oncology;
healthcare:speciality;ophthalmology;
healthcare:speciality;orthodontics;
healthcare:speciality;orthopaedics;
healthcare:speciality;paediatrics;
healthcare:speciality;plastic_surgery;
healthcare:speciality;psychiatry;
healthcare:speciality;radiology;
healthcare:speciality;surgery;
healthcare;alternative;
healthcare;audiologist;
healthcare;blood_donation;
healthcare;centre;
healthcare;clinic;
healthcare;counselling;
healthcare;dentist;
healthcare;dialysis;
healthcare;doctor;
healthcare;hospice;
healthcare;hospital;
healthcare;laboratory;
healthcare;optometrist;
healthcare;pharmacy;
healthcare;physiotherapist;
healthcare;podiatrist;
healthcare;psychotherapist;
healthcare;rehabilitation;
healthcare;sample_collection;
healthcare;speech_therapist;
healthcare;yes;
heritage:operator;nrhp;
hgv;yes;
highway;abandoned;
highway;bridleway;
highway;bus_stop;
highway;busway;
highway;construction;
highway;corridor;
highway;crossing;
highway;cycleway;
highway;disused;
highway;elevator;
highway;escape;
highway;footway;
highway;give_way;
highway;living_street;
highway;milestone;
highway;mini_roundabout;
highway;motorway;
highway;motorway_junction;
highway;motorway_link;
highway;passing_place;
highway;path;
highway;pedestrian;
highway;platform;
highway;primary;
highway;primary_link;
highway;priority;
highway;proposed;
highway;raceway;
highway;residential;
highway;rest_area;
highway;road;
highway;secondary;
highway;secondary_link;
highway;service;
highway;services;
highway;speed_camera;
highway;speed_display;
highway;steps;
highway;stop;
highway;street_lamp;
highway;tertiary;
highway;tertiary_link;
highway;toll_gantry;
highway;track;
highway;traffic_mirror;
highway;traffic_signals;
highway;trailhead;
highway;trunk;
highway;trunk_link;
highway;turning_circle;
highway;turning_loop;
highway;unclassified;
highway;via_ferrata;
historic:railway;station;
historic;aircraft;
historic;archaeological_site;
historic;battlefield;
historic;boundary_stone;
historic;building;
historic;cannon;
historic;castle;
historic;cemetery;
historic;church;
historic;city_gate;
historic;district;
historic;farm;
historic;fort;
historic;heritage;
historic;house;
historic;manor;
historic;memorial;
historic;milestone;
historic;monument;
historic;railway_car;
historic;road;
historic;ruins;
historic;ship;
historic;tank;
historic;tomb;
historic;wayside_cross;
historic;wayside_shrine;
historic;wreck;
historic;yes;
house;detached;
house;semi-detached;
house;terrace;
house;terraced;
hov;yes;
incline;down;
incline;up;
indoor;area;
indoor;corridor;
indoor;door;
indoor;room;
indoor;wall;
indoor;yes;
industrial;aerospace;
industrial;asphalt_plant;
industrial;auto_wrecker;
industrial;communication;
industrial;concrete_plant;
industrial;depot;
industrial;distributor;
industrial;factory;
industrial;gas;
industrial;grinding_mill;
industrial;logistics;
industrial;metal_processing;
industrial;oil;
industrial;petroleum_terminal;
industrial;port;
industrial;quarry;
industrial;recycling;
industrial;refinery;
industrial;scrap_yard;
industrial;shipyard;
industrial;steel_mill;
industrial;storage;
industrial;trucking;
industrial;warehouse;
informal;no;
informal;yes;
information;board;
information;guidepost;
information;map;
information;office;
information;route_marker;
information;sign;
information;tactile_map;
information;terminal;
inlet;grate;
inlet;kerb_grate;
inlet;kerb_opening;
internet_access;no;
internet_access;wlan;
internet_access;yes;
isced:level;0;
isced:level;1;
isced:level;2;
isced:level;3;
junction;circular;
junction;jughandle;
junction;roundabout;
junction;spui;
junction;uncontrolled;
junction;yes;
landcover;grass;
landcover;shrubland;
landcover;trees;
landuse;allotments;
landuse;animal_keeping;
landuse;apiary;
landuse;aquaculture;
landuse;basin;
landuse;brownfield;
landuse;cemetery;
landuse;civic_admin;
landuse;commercial;
landuse;conservation;
landuse;construction;
landuse;depot;
landuse;education;
landuse;fairground;
landuse;farm;
landuse;farmland;
landuse;farmyard;
landuse;flowerbed;
landuse;forest;
landuse;garages;
landuse;grass;
landuse;greenery;
landuse;greenfield;
landuse;greenhouse_horticulture;
landuse;highway;
landuse;industrial;
landuse;institutional;
landuse;landfill;
landuse;meadow;
landuse;military;
landuse;observatory;
landuse;orchard;
landuse;plant_nursery;
landuse;quarry;
landuse;railway;
landuse;recreation_ground;
landuse;religious;
landuse;reservoir;
landuse;residential;
landuse;retail;
landuse;salt_pond;
landuse;village_green;
landuse;vineyard;
landuse;winter_sports;
landuse;yes;
lane_markings;no;
lane_markings;yes;
leaf_cycle;deciduous;
leaf_cycle;evergreen;
leaf_cycle;mixed;
leaf_cycle;semi_deciduous;
leaf_cycle;semi_evergreen;
leaf_type;broadleaved;
leaf_type;leafless;
leaf_type;mixed;
leaf_type;needleleaved;
leaf_type;palm;
leisure;amusement_arcade;
leisure;bandstand;
leisure;bleachers;
leisure;bowling_alley;
leisure;common;
leisure;dance;
leisure;disc_golf_course;
leisure;dog_park;
leisure;escape_game;
leisure;firepit;
leisure;fishing;
leisure;fitness_centre;
leisure;fitness_station;
leisure;garden;
leisure;golf_course;
leisure;hackerspace;
leisure;horse_riding;
leisure;hot_tub;
leisure;ice_rink;
leisure;indoor_play;
leisure;marina;
leisure;miniature_golf;
leisure;nature_reserve;
leisure;outdoor_seating;
leisure;park;
leisure;parklet;
leisure;picnic_table;
leisure;pitch;
leisure;playground;
leisure;recreation_ground;
leisure;resort;
leisure;sauna;
leisure;schoolyard;
leisure;slipway;
leisure;social_club;
leisure;sports_centre;
leisure;sports_hall;
leisure;stadium;
leisure;summer_camp;
leisure;swimming_area;
leisure;swimming_pool;
leisure;tanning_salon;
leisure;track;
leisure;trampoline_park;
leisure;water_park;
lifeguard;tower;
line;bay;
line;busbar;
line;substation;
line_arrangement;horizontal;
line_attachment;anchor;
line_attachment;pin;
line_attachment;suspension;
line_management;branch;
line_management;split;
line_management;termination;
line_management;transition;
line_management;transpose;
location:transition;yes;
location;indoor;
location;outdoor;
location;overground;
location;overhead;
location;roof;
location;rooftop;
location;surface;
location;underground;
location;underwater;
lottery;yes;
man_made;adit;
man_made;advertising;
man_made;antenna;
man_made;beacon;
man_made;beehive;
man_made;bioswale;
man_made;birdhouse;
man_made;breakwater;
man_made;bridge;
man_made;bunker_silo;
man_made;charge_point;
man_made;chimney;
man_made;clearcut;
man_made;column;
man_made;compass_rose;
man_made;cooling;
man_made;courtyard;
man_made;crane;
man_made;cross;
man_made;cutline;
man_made;drinking_fountain;
man_made;dyke;
man_made;embankment;
man_made;flagpole;
man_made;fuel_pump;
man_made;gantry;
man_made;gasometer;
man_made;geoglyph;
man_made;goods_conveyor;
man_made;groyne;
man_made;guy_wire;
man_made;lighthouse;
man_made;manhole;
man_made;mast;
man_made;mineshaft;
man_made;monitoring_station;
man_made;nesting_site;
man_made;obelisk;
man_made;observatory;
man_made;petroleum_well;
man_made;pier;
man_made;pipeline;
man_made;planter;
man_made;pumping_rig;
man_made;pumping_station;
man_made;reservoir_covered;
man_made;satellite_dish;
man_made;sign;
man_made;silo;
man_made;spring_box;
man_made;storage_tank;
man_made;street_cabinet;
man_made;surveillance;
man_made;survey_point;
man_made;telescope;
man_made;tower;
man_made;tunnel;
man_made;utility_pole;
man_made;ventilation_shaft;
man_made;video_wall;
man_made;wastewater_plant;
man_made;water_tap;
man_made;water_tower;
man_made;water_well;
man_made;water_works;
man_made;windmill;
man_made;windpump;
man_made;works;
manhole;drain;
manhole;telecom;
maritime;yes;
marker;paddle;
marker;post;
material;concrete;
maxheight;default;
maxspeed:type;sign;
maxspeed;implicit;
maxweight:signed;no;
meadow;pasture;
memorial;bench;
memorial;blue_plaque;
memorial;bust;
memorial;ghost_bike;
memorial;obelisk;
memorial;plaque;
memorial;sculpture;
memorial;statue;
memorial;stele;
memorial;stone;
memorial;war_memorial;
microbrewery;yes;
military;airfield;
military;barracks;
military;base;
military;bunker;
military;checkpoint;
military;naval_base;
military;office;
military;range;
military;training_area;
military_service;air_force;
military_service;army;
military_service;coast_guard;
military_service;navy;
motor_vehicle;agricultural;
motor_vehicle;destination;
motor_vehicle;forestry;
motor_vehicle;no;
motor_vehicle;private;
motor_vehicle;yes;
motorcycle;no;
motorcycle;yes;
motorroad;no;
mountain_pass;yes;
museum;art;
museum;history;
museum;military;
museum;nature;
name:signed;no;
name;7-Eleven;
name;Burger_King;
name;Costco;
name;Jollibee;
name;KFC;
name;McDonald's;
name;Subway;
name;Walmart;
name;Wendy's;
natural;bare_rock;
natural;bay;
natural;beach;
natural;cape;
natural;cave_entrance;
natural;cliff;
natural;coastline;
natural;desert;
natural;grass;
natural;grassland;
natural;heath;
natural;hill;
natural;landform;
natural;mountain_range;
natural;mud;
natural;peak;
natural;reef;
natural;ridge;
natural;rock;
natural;saddle;
natural;sand;
natural;scree;
natural;scrub;
natural;shingle;
natural;shrub;
natural;shrubbery;
natural;spring;
natural;stone;
natural;strait;
natural;tree;
natural;tree_row;
natural;tree_stump;
natural;valley;
natural;water;
natural;wetland;
natural;wood;
navigationaid;als;
navigationaid;papi;
network;rcn;
noexit;yes;
noname;yes;
odbl;clean;
office;accountant;
office;administrative;
office;advertising_agency;
office;architect;
office;association;
office;bail_bond_agent;
office;charity;
office;company;
office;construction_company;
office;consulting;
office;coworking;
office;diplomatic;
office;educational_institution;
office;employment_agency;
office;energy_supplier;
office;engineer;
office;estate_agent;
office;financial;
office;financial_advisor;
office;foundation;
office;government;
office;graphic_design;
office;guide;
office;healthcare;
office;insurance;
office;it;
office;lawyer;
office;logistics;
office;medical;
office;moving_company;
office;newspaper;
office;ngo;
office;notary;
office;physician;
office;property_management;
office;religion;
office;research;
office;security;
office;tax_advisor;
office;telecommunication;
office;therapist;
office;transport;
office;travel_agent;
office;union;
office;university;
office;water_utility;
office;yes;
oneway:bicycle;yes;
oneway:bus;no;
oneway:psv;no;
oneway;-1;
oneway;alternating;
oneway;reversible;
oneway;yes;
opening_hours:signed;no;
opening_hours;closed;
outdoor_seating;patio;
outdoor_seating;terrace;
ownership;private;
parking:both;lane;
parking:both;no;
parking:left;lane;
parking:right;lane;
parking;lane;
parking;layby;
parking;multi-storey;
parking;rooftop;
parking;street_side;
parking;surface;
parking;underground;
parking_space;charging;
parking_space;disabled;
passenger;no;
path;desire;
path;sidewalk;
pipeline;substation;
pipeline;valve;
piste:type;downhill;
piste:type;nordic;
place;city;
place;city_block;
place;county;
place;farm;
place;hamlet;
place;island;
place;islet;
place;isolated_dwelling;
place;locality;
place;neighbourhood;
place;plot;
place;quarter;
place;square;
place;suburb;
place;town;
place;village;
placement;right_of:1;
placement;transition;
plant:method;combustion;
plant:method;fission;
plant:method;photovoltaic;
plant:source;battery;
plant:source;biogas;
plant:source;coal;
plant:source;gas;
plant:source;hydro;
plant:source;nuclear;
plant:source;oil;
plant:source;solar;
plant:source;waste;
plant:type;combined_cycle;
playground;balancebeam;
playground;climbingframe;
playground;climbingwall;
playground;funnel_ball;
playground;hopscotch;
playground;horizontal_bar;
playground;map;
playground;playhouse;
playground;sandpit;
playground;slide;
playground;structure;
playground;trampoline;
power;cable;
power;cable_distribution_cabinet;
power;catenary_mast;
power;compensator;
power;connection;
power;converter;
power;generator;
power;insulator;
power;line;
power;minor_line;
power;outlet;
power;plant;
power;pole;
power;portal;
power;substation;
power;switch;
power;switchgear;
power;tower;
power;transformer;
private;employees;
private;residents;
private;yes;
product;beer;
product;food;
product;steel;
protect_class;1a;
protect_class;1b;
protect_class;2;
protect_class;21;
protect_class;22;
protect_class;4;
protect_class;5;
protect_class;6;
protected_area;recreation;
pseudo;yes;
psv;designated;
psv;no;
psv;yes;
public_transport;no;
public_transport;platform;
public_transport;station;
public_transport;stop_position;
pump;powered;
railway;abandoned;
railway;buffer_stop;
railway;construction;
railway;crossing;
railway;derail;
railway;disused;
railway;funicular;
railway;halt;
railway;junction;
railway;level_crossing;
railway;light_rail;
railway;milestone;
railway;miniature;
railway;monorail;
railway;narrow_gauge;
railway;owner_change;
railway;platform;
railway;platform_edge;
